"NomBan","NomAlb","NomGen","Estrellas"
"Darkthrone","Under a Funeral Moon","Extreme","2"
"Darkthrone","Under a Funeral Moon","SW-Black","4"
"Deafheaven","New Bermuda","Black-Gaze","0"
"Deafheaven","New Bermuda","Black.","0"
"Deafheaven","New Bermuda","Post-Metal","0"
"Deafheaven","Ordinary Corrupt Human Love","Black-Gaze","0"
"Deafheaven","Ordinary Corrupt Human Love","Black.","0"
"Deafheaven","Ordinary Corrupt Human Love","Post-Metal","0"
"Deafheaven","Roads to Judah","Black-Gaze","0"
"Deafheaven","Roads to Judah","Black.","0"
"Deafheaven","Roads to Judah","Post-Metal","0"
"Deafheaven","Sunbather","Black-Gaze","0"
"Deafheaven","Sunbather","Black.","2"
"Deafheaven","Sunbather","Post-Metal","2"
"Death","Human","Death-Tech","5"
"Death","Human","Death.","5"
"Death","Human","Extreme","5"
"Death","Human","Progressive","0"
"Death","Individual Thought Patterns","Death-Tech","4"
"Death","Individual Thought Patterns","Death.","4"
"Death","Individual Thought Patterns","Extreme","3"
"Death","Individual Thought Patterns","Progressive","0"
"Death","Leprosy","Death.","5"
"Death","Leprosy","Extreme","3"
"Death","Scream Bloody Gore","Death.","5"
"Death","Scream Bloody Gore","Extreme","4"
"Death","Scream Bloody Gore","Thrash.","0"
"Death","Spiritual Healing","Death-Tech","2"
"Death","Spiritual Healing","Death.","2"
"Death","Spiritual Healing","Extreme","1"
"Death","Symbolic","Death-Melodic","1"
"Death","Symbolic","Death-Tech","4"
"Death","Symbolic","Death.","5"
"Death","Symbolic","Extreme","5"
"Death","The Sound of Perseverance","Death-Melodic","1"
"Death","The Sound of Perseverance","Death-Tech","4"
"Death","The Sound of Perseverance","Death.","4"
"Death","The Sound of Perseverance","Extreme","1"
"Death","The Sound of Perseverance","Progressive","1"
"Death Angel","Act III","Thrash.","0"
"Death Angel","Frolic Through the Park","Thrash.","0"
"Death Angel","The Art of Dying","Thrash.","0"
"Death Angel","The Evil Divide","Thrash.","1"
"Death Angel","The Ultra-Violence","Thrash.","3"
"Deep Purple","Burn","_Progressive","0"
"Deep Purple","Burn","Blues","0"
"Deep Purple","Burn","Hard","0"
"Deep Purple","Burn","Heavy","0"
"Deep Purple","Deep Purple in Rock","Hard","0"
"Deep Purple","Deep Purple in Rock","Heavy","1"
"Deep Purple","Machine Head","Hard","0"
"Deep Purple","Machine Head","Heavy","2"
"Deep Purple","Perfect Strangers","Hard","0"
"Deep Purple","Perfect Strangers","Heavy","0"
"Deep Purple","Shades of Deep Purple","Hard","0"
"Deep Purple","Shades of Deep Purple","Rock","0"
"Deep Purple","Stormbringer","Blues","0"
"Deep Purple","Stormbringer","Funk","0"
"Deep Purple","Stormbringer","Hard","0"
"Def Leppard","High 'N' Dry","Glam","2"
"Def Leppard","High 'N' Dry","Heavy","0"
"Def Leppard","High 'N' Dry","NWOBHM","5"
"Def Leppard","Hysteria","FW-Glam","5"
"Def Leppard","Hysteria","Glam","5"
"Def Leppard","Hysteria","Hard","0"
"Def Leppard","On Through the Night","Hard","0"
"Def Leppard","On Through the Night","NWOBHM","2"
"Def Leppard","Pyromania","FW-Glam","5"
"Def Leppard","Pyromania","Glam","5"
"Def Leppard","Pyromania","Hard","0"
"Def Leppard","Pyromania","Heavy","1"
"Def Leppard","Pyromania","NWOBHM","2"
"Deftones","Adrenaline","Alternative","0"
"Deftones","Adrenaline","Nu","3"
"Deftones","Adrenaline","Post-Hardcore","0"
"Deftones","Around the Fur","Alternative","4"
"Deftones","Around the Fur","Nu","5"
"Deftones","Back to School - Mini Maggit","Nu","0"
"Deftones","Back to School - Mini Maggit","Rap","0"
"Deftones","Deftones","Alternative","2"
"Deftones","Deftones","Shoegaze","0"
"Deftones","Diamond Eyes","Alternative","2"
"Deftones","White Pony","Alternative","5"
"Deftones","White Pony","Experimental","0"
"Deftones","White Pony","Nu","5"
"Deicide","Deicide","Death.","4"
"Deicide","Deicide","Extreme","2"
"Deicide","In the Minds of Evil","Death.","0"
"Deicide","Legion","Death.","3"
"Deicide","Legion","Extreme","0"
"Deicide","Once Upon the Cross","Death.","0"
"Deicide","Once Upon the Cross","Extreme","0"
"Deicide","Scars of the Crucifix","Death.","0"
"Deicide","Serpents of the Light","Death.","0"
"Deicide","Serpents of the Light","Extreme","0"
"Deicide","The Stench of Redemption","Death.","0"
"Delain","April Rain","Symphonic","1"
"Delain","Hunter's Moon EP","Symphonic","0"
"Delain","Lucidity","Gothic","1"
"Delain","Lucidity","Symphonic","0"
"Delain","Moonbathers","Symphonic","0"
"Delain","The Human Contradiction","Symphonic","0"
"Delain","We Are the Others","Symphonic","1"
"Demons & Wizards","Demons & Wizards","Power","1"
"Demons & Wizards","Demons & Wizards","Progressive","0"
"Demons & Wizards","Touched by the Crimson King","Power","0"
"Demons & Wizards","Touched by the Crimson King","Progressive","0"
"Destruction","Eternal Devastation","Extreme","2"
"Destruction","Eternal Devastation","Thrash.","1"
"Destruction","Infernal Overkill","Black.","0"
"Destruction","Infernal Overkill","Extreme","2"
"Destruction","Infernal Overkill","Thrash.","3"
"Destruction","Release from Agony","Extreme","0"
"Destruction","Release from Agony","Thrash.","0"
"Destruction","Sentence of Death","Black.","0"
"Destruction","Sentence of Death","Extreme","0"
"Destruction","Sentence of Death","Thrash.","0"
"Destruction","The Antichrist","Thrash.","1"
"DevilDriver","Beast","Death-Melodic","0"
"DevilDriver","Beast","Groove","2"
"DevilDriver","DevilDriver","Death-Melodic","0"
"DevilDriver","DevilDriver","Groove","1"
"DevilDriver","Pray for Villains","Death-Melodic","0"
"DevilDriver","Pray for Villains","Groove","3"
"DevilDriver","The Fury of Our Maker's Hand","Death-Melodic","0"
"DevilDriver","The Fury of Our Maker's Hand","Groove","3"
"DevilDriver","The Last Kind Words","Death-Melodic","0"
"DevilDriver","The Last Kind Words","Groove","4"
"DevilDriver","Trust No One","Death-Melodic","0"
"DevilDriver","Trust No One","Groove","0"
"DevilDriver","Winter Kills","Death-Melodic","0"
"DevilDriver","Winter Kills","Groove","0"
"Diamond Head","Borrowed Time","Heavy","0"
"Diamond Head","Borrowed Time","NWOBHM","0"
"Diamond Head","Lightning to the Nations","Heavy","2"
"Diamond Head","Lightning to the Nations","NWOBHM","5"
"Dimmu Borgir","Abrahadabra","Black-Melodic","0"
"Dimmu Borgir","Abrahadabra","Symphonic","0"
"Dimmu Borgir","Death Cult Armageddon","Black-Melodic","1"
"Dimmu Borgir","Death Cult Armageddon","Extreme","2"
"Dimmu Borgir","Death Cult Armageddon","Symphonic","0"
"Dimmu Borgir","Enthrone Darkness Triumphant","Black-Melodic","0"
"Dimmu Borgir","Enthrone Darkness Triumphant","Black.","2"
"Dimmu Borgir","Enthrone Darkness Triumphant","Extreme","2"
"Dimmu Borgir","Enthrone Darkness Triumphant","Symphonic","0"
"Dimmu Borgir","Eonian","Black-Melodic","0"
"Dimmu Borgir","Eonian","Extreme","0"
"Dimmu Borgir","Eonian","Symphonic","0"
"Dimmu Borgir","In Sorte Diaboli","Black-Melodic","0"
"Dimmu Borgir","In Sorte Diaboli","Extreme","0"
"Dimmu Borgir","In Sorte Diaboli","Symphonic","0"
"Dimmu Borgir","Puritanical Euphoric Misanthropia","Black-Melodic","0"
"Dimmu Borgir","Puritanical Euphoric Misanthropia","Black.","1"
"Dimmu Borgir","Puritanical Euphoric Misanthropia","Extreme","1"
"Dimmu Borgir","Puritanical Euphoric Misanthropia","Symphonic","0"
"Dimmu Borgir","Stormblåst","Black-Melodic","0"
"Dimmu Borgir","Stormblåst","Extreme","0"
"Dimmu Borgir","Stormblåst","Symphonic","0"
"Dio","Dream Evil","Heavy","0"
"Dio","Holy Diver","Heavy","5"
"Dio","Sacred Heart","Heavy","0"
"Dio","The Last in Line","Heavy","2"
"Dissection","Maha Kali","Death-Melodic","0"
"Dissection","Reinkaos","Death-Melodic","0"
"Dissection","Storm of the Light's Bane","Black-Melodic","0"
"Dissection","Storm of the Light's Bane","Black.","5"
"Dissection","Storm of the Light's Bane","Death.","2"
"Dissection","Storm of the Light's Bane","Extreme","5"
"Dissection","The Somberlain","Black-Melodic","0"
"Dissection","The Somberlain","Black.","3"
"Dissection","The Somberlain","Death-Melodic","0"
"Dissection","The Somberlain","Death.","2"
"Dissection","The Somberlain","Extreme","1"
"Disturbed","Asylum","Alternative","2"
"Disturbed","Asylum","Hard","0"
"Disturbed","Asylum","Heavy","0"
"Disturbed","Believe","Alternative","2"
"Disturbed","Believe","Nu","0"
"Disturbed","Immortalized","Alternative","0"
"Disturbed","Immortalized","Hard","0"
"Disturbed","Immortalized","Heavy","0"
"Disturbed","Indestructible","Alternative","2"
"Disturbed","Indestructible","Hard","0"
"Disturbed","Indestructible","Heavy","1"
"Disturbed","Ten Thousand Fists","Alternative","2"
"Disturbed","Ten Thousand Fists","Hard","0"
"Disturbed","Ten Thousand Fists","Nu","2"
"Disturbed","The Sickness","Alternative","2"
"Disturbed","The Sickness","Nu","4"
"Dokken","Back for the Attack","FW-Glam","3"
"Dokken","Back for the Attack","Glam","3"
"Dokken","Back for the Attack","Hard","0"
"Dokken","Back for the Attack","Heavy","0"
"Dokken","Breaking the Chains","Hard","0"
"Dokken","Breaking the Chains","Heavy","0"
"Dokken","Tooth and Nail","FW-Glam","5"
"Dokken","Tooth and Nail","Glam","5"
"Dokken","Tooth and Nail","Heavy","1"
"Dokken","Under Lock and Key","FW-Glam","4"
"Dokken","Under Lock and Key","Glam","4"
"Dokken","Under Lock and Key","Heavy","0"
"Dope","Blood Money Part 1","Alternative","0"
"Dope","Blood Money Part 1","Industrial","0"
"Dope","Blood Money Part 1","Nu","0"
"Dope","Felons and Revolutionaries","Alternative","0"
"Dope","Felons and Revolutionaries","Industrial","1"
"Dope","Felons and Revolutionaries","Nu","2"
"Dope","Group Therapy","Alternative","0"
"Dope","Group Therapy","Industrial","0"
"Dope","Group Therapy","Nu","0"
"Dope","Life","Alternative","1"
"Dope","Life","Industrial","1"
"Dope","Life","Nu","1"
"Dope","No Regrets","Alternative","0"
"Dope","No Regrets","Industrial","0"
"Dope","No Regrets","Nu","0"
"Doro","Angels Never Die","Hard","0"
"Doro","Angels Never Die","Heavy","0"
"Doro","Calling the Wild","Hard","0"
"Doro","Calling the Wild","Heavy","0"
"Doro","Doro","Hard","0"
"Doro","Doro","Heavy","0"
"Doro","Fear No Evil","Hard","0"
"Doro","Fear No Evil","Heavy","0"
"Doro","Fight","Hard","0"
"Doro","Fight","Heavy","0"
"Doro","Force Majeure","Hard","0"
"Doro","Force Majeure","Heavy","1"
"Doro","Love Me in Black","Hard","0"
"Doro","Love Me in Black","Heavy","0"
"Doro","Raise Your Fist","Hard","0"
"Doro","Raise Your Fist","Heavy","0"
"Doro","Warrior Soul","Hard","0"
"Doro","Warrior Soul","Heavy","0"
"DOWN","Down II: A Bustle in Your Hedgerow","Sludge","1"
"DOWN","Down II: A Bustle in Your Hedgerow","Southern","0"
"DOWN","Down II: A Bustle in Your Hedgerow","Stoner","2"
"DOWN","Down III: Over the Under","Sludge","0"
"DOWN","Down III: Over the Under","Southern","0"
"DOWN","Down III: Over the Under","Stoner","0"
"DOWN","NOLA","Sludge","5"
"DOWN","NOLA","Southern","1"
"DOWN","NOLA","Stoner","5"
"Draconian","A Rose for the Apocalypse","Death.","0"
"Draconian","A Rose for the Apocalypse","Doom","0"
"Draconian","A Rose for the Apocalypse","Gothic","0"
"Draconian","Arcane Rain Fell","Death.","0"
"Draconian","Arcane Rain Fell","Doom","4"
"Draconian","Arcane Rain Fell","Gothic","4"
"Draconian","Sovran","Death.","0"
"Draconian","Sovran","Doom","0"
"Draconian","Sovran","Gothic","1"
"Draconian","The Burning Halo","Death.","0"
"Draconian","The Burning Halo","Doom","0"
"Draconian","The Burning Halo","Gothic","0"
"Draconian","Turning Season Within","Death.","0"
"Draconian","Turning Season Within","Doom","0"
"Draconian","Turning Season Within","Gothic","0"
"Draconian","Where Lovers Mourn","Death.","0"
"Draconian","Where Lovers Mourn","Doom","2"
"Draconian","Where Lovers Mourn","Gothic","1"
"DragonForce","Inhuman Rampage","Power","1"
"DragonForce","Inhuman Rampage","Speed","2"
"DragonForce","Sonic Firestorm","Power","1"
"DragonForce","Sonic Firestorm","Speed","2"
"DragonForce","The Power Within","Power","0"
"DragonForce","The Power Within","Speed","0"
"DragonForce","Ultra Beatdown","Power","0"
"DragonForce","Ultra Beatdown","Speed","0"
"DragonForce","Valley of the Damned","Power","0"
"DragonForce","Valley of the Damned","Speed","0"
"Dream Theater","A Dramatic Turn of Events","Hard","0"
"Dream Theater","A Dramatic Turn of Events","Heavy","0"
"Dream Theater","A Dramatic Turn of Events","Progressive","0"
"Dream Theater","Awake","Progressive","2"
"Dream Theater","Black Clouds & Silver Linings","Heavy","0"
"Dream Theater","Black Clouds & Silver Linings","Progressive","0"
"Dream Theater","Images and Words","Progressive","5"
"Dream Theater","Metropolis Pt. 2: Scenes from a Memory","Heavy","1"
"Dream Theater","Metropolis Pt. 2: Scenes from a Memory","Progressive","5"
"Dream Theater","Octavarium","Hard","0"
"Dream Theater","Octavarium","Heavy","0"
"Dream Theater","Octavarium","Progressive","2"
"Dream Theater","Octavarium","Symphonic","0"
"Dream Theater","Six Degrees of Inner Turbulence","Progressive","0"
"Dream Theater","Systematic Chaos","Hard","0"
"Dream Theater","Systematic Chaos","Heavy","0"
"Dream Theater","Systematic Chaos","Progressive","0"
"Dream Theater","Systematic Chaos","Symphonic","0"
"Dream Theater","Train of Thought","Heavy","0"
"Dream Theater","Train of Thought","Progressive","0"
"Drowning Pool","Desensitized","Hard","0"
"Drowning Pool","Desensitized","Heavy","0"
"Drowning Pool","Desensitized","Nu","0"
"Drowning Pool","Drowning Pool","Alternative","0"
"Drowning Pool","Drowning Pool","Hard","0"
"Drowning Pool","Drowning Pool","Post-Grunge","0"
"Drowning Pool","Full Circle","Alternative","0"
"Drowning Pool","Full Circle","Post-Grunge","0"
"Drowning Pool","Sinner","Alternative","2"
"Drowning Pool","Sinner","Nu","2"
"Edge of Sanity","Crimson I","Death-Melodic","5"
"Edge of Sanity","Crimson I","Death.","3"
"Edge of Sanity","Crimson I","Extreme","1"
"Edge of Sanity","Crimson I","Progressive","2"
"Edge of Sanity","Crimson II","Death-Melodic","3"
"Edge of Sanity","Crimson II","Death.","0"
"Edge of Sanity","Crimson II","Extreme","0"
"Edge of Sanity","Crimson II","Progressive","0"
"Edge of Sanity","Infernal","Death-Melodic","0"
"Edge of Sanity","Infernal","Progressive","0"
"Edge of Sanity","Purgatory Afterglow","Death-Melodic","3"
"Edge of Sanity","Purgatory Afterglow","Death.","1"
"Edge of Sanity","Purgatory Afterglow","Extreme","1"
"Edge of Sanity","Purgatory Afterglow","Progressive","0"
"Edge of Sanity","The Spectral Sorrows","Death-Melodic","0"
"Edge of Sanity","The Spectral Sorrows","Death.","0"
"Edge of Sanity","The Spectral Sorrows","Progressive","0"
"Edge of Sanity","Unorthodox","Death-Melodic","0"
"Edge of Sanity","Unorthodox","Death.","0"
"Edge of Sanity","Unorthodox","Extreme","0"
"Edguy","Hellfire Club","Hard","0"
"Edguy","Hellfire Club","Heavy","0"
"Edguy","Hellfire Club","Power","1"
"Edguy","Hellfire Club","SW-Power","1"
"Edguy","Mandrake","Heavy","0"
"Edguy","Mandrake","Power","3"
"Edguy","Mandrake","SW-Power","3"
"Edguy","Rocket Ride","Hard","0"
"Edguy","Rocket Ride","Heavy","0"
"Edguy","Rocket Ride","Power","0"
"Edguy","Rocket Ride","SW-Power","0"
"Edguy","Theater of Salvation","Neoclassical","0"
"Edguy","Theater of Salvation","Power","0"
"Edguy","Theater of Salvation","SW-Power","0"
"Edguy","Vain Glory Opera","Power","0"
"Edguy","Vain Glory Opera","SW-Power","0"
"Electric Wizard","Black Masses","Doom","0"
"Electric Wizard","Black Masses","Stoner","0"
"Electric Wizard","Come My Fanatics…","Doom","3"
"Electric Wizard","Come My Fanatics…","Stoner","4"
"Electric Wizard","Dopethrone","Doom","5"
"Electric Wizard","Dopethrone","Sludge","1"
"Electric Wizard","Dopethrone","Stoner","5"
"Electric Wizard","Let Us Pray","Doom","0"
"Electric Wizard","Let Us Pray","Stoner","0"
"Electric Wizard","Witchcult Today","Doom","2"
"Electric Wizard","Witchcult Today","Stoner","3"
"Electric Wizard","Wizard Bloody Wizard","Doom","0"
"Electric Wizard","Wizard Bloody Wizard","Sludge","0"
"Electric Wizard","Wizard Bloody Wizard","Stoner","0"
"Eluveitie","Ategnatos","Celtic","0"
"Eluveitie","Ategnatos","Death-Melodic","0"
"Eluveitie","Ategnatos","Folk","0"
"Eluveitie","Everything Remains - As It Never Was","Celtic","0"
"Eluveitie","Everything Remains - As It Never Was","Death-Melodic","2"
"Eluveitie","Everything Remains - As It Never Was","Folk","2"
"Eluveitie","Evocation I: The Arcane Dominion","Acoustic","0"
"Eluveitie","Evocation I: The Arcane Dominion","Celtic","0"
"Eluveitie","Evocation I: The Arcane Dominion","Folk","0"
"Eluveitie","Evocation I: The Arcane Dominion","Rock","0"
"Eluveitie","Evocation II: Pantheon","Acoustic","0"
"Eluveitie","Evocation II: Pantheon","Celtic","0"
"Eluveitie","Evocation II: Pantheon","Folk","0"
"Eluveitie","Evocation II: Pantheon","Rock","0"
"Eluveitie","Helvetios","Celtic","0"
"Eluveitie","Helvetios","Death-Melodic","2"
"Eluveitie","Helvetios","Folk","4"
"Eluveitie","Origins","Celtic","0"
"Eluveitie","Origins","Death-Melodic","0"
"Eluveitie","Origins","Folk","3"
"Eluveitie","Slania","Celtic","0"
"Eluveitie","Slania","Death-Melodic","2"
"Eluveitie","Slania","Folk","5"
"Eluveitie","Spirit","Celtic","0"
"Eluveitie","Spirit","Death-Melodic","1"
"Eluveitie","Spirit","Folk","4"
"Elvenking","Era","Folk","0"
"Elvenking","Era","Power","0"
"Elvenking","Era","Progressive","0"
"Elvenking","Heathenreel","Folk","0"
"Elvenking","Heathenreel","Power","0"
"Elvenking","Red Silent Tides","Folk","0"
"Elvenking","Red Silent Tides","Power","0"
"Elvenking","The Pagan Manifesto","Folk","0"
"Elvenking","The Pagan Manifesto","Power","0"
"Elvenking","The Pagan Manifesto","Progressive","0"
"Elvenking","The Scythe","Death-Melodic","0"
"Elvenking","The Scythe","Folk","0"
"Elvenking","The Scythe","Power","0"
"Elvenking","The Scythe","Symphonic","0"
"Elvenking","The Winter Wake","Folk","1"
"Elvenking","The Winter Wake","Power","0"
"Elvenking","The Winter Wake","Symphonic","0"
"Elvenking","Two Tragedy Poets ...And a Caravan of Weird Figures","Folk","0"
"Elvenking","Two Tragedy Poets ...And a Caravan of Weird Figures","Power","0"
"Emperor","Anthems to the Welkin at Dusk","Black.","5"
"Emperor","Anthems to the Welkin at Dusk","Extreme","3"
"Emperor","Anthems to the Welkin at Dusk","SW-Black","5"
"Emperor","Anthems to the Welkin at Dusk","Symphonic","0"
"Emperor","In the Nightside Eclipse","Black.","5"
"Emperor","In the Nightside Eclipse","Extreme","5"
"Emperor","In the Nightside Eclipse","SW-Black","5"
"Emperor","In the Nightside Eclipse","Symphonic","0"
"Emperor","IX Equilibrium","Black.","0"
"Emperor","IX Equilibrium","Death.","0"
"Emperor","IX Equilibrium","SW-Black","0"
"Emperor","IX Equilibrium","Symphonic","0"
"Ensiferum","Ensiferum","Death-Melodic","0"
"Ensiferum","Ensiferum","Folk","5"
"Ensiferum","Ensiferum","Power","0"
"Ensiferum","Ensiferum","Viking","5"
"Ensiferum","From Afar","Folk","4"
"Ensiferum","From Afar","Viking","1"
"Ensiferum","Iron","Death-Melodic","0"
"Ensiferum","Iron","Folk","5"
"Ensiferum","Iron","Power","0"
"Ensiferum","Iron","Viking","4"
"Ensiferum","One Man Army","Folk","0"
"Ensiferum","One Man Army","Viking","0"
"Ensiferum","Unsung Heroes","Folk","2"
"Ensiferum","Unsung Heroes","Viking","0"
"Ensiferum","Victory Songs","Folk","5"
"Ensiferum","Victory Songs","Viking","4"
"Enslaved","Axioma Ethica Odini","Black.","0"
"Enslaved","Axioma Ethica Odini","Progressive","0"
"Enslaved","Axioma Ethica Odini","Viking","0"
"Enslaved","Below the Lights","Black.","1"
"Enslaved","Below the Lights","Progressive","2"
"Enslaved","Below the Lights","Viking","0"
"Enslaved","E","Black.","0"
"Enslaved","E","Progressive","0"
"Enslaved","E","Viking","0"
"Enslaved","Eld","Black.","0"
"Enslaved","Eld","Extreme","1"
"Enslaved","Eld","Viking","4"
"Enslaved","Frost","Black.","0"
"Enslaved","Frost","Extreme","0"
"Enslaved","Frost","Viking","4"
"Enslaved","Isa","Black.","0"
"Enslaved","Isa","Post-Black","0"
"Enslaved","Isa","Progressive","0"
"Enslaved","Isa","Viking","0"
"Enslaved","RIITIIR","Black.","0"
"Enslaved","RIITIIR","Progressive","0"
"Enslaved","RIITIIR","Viking","0"
"Enslaved","Vertebrae","Black.","0"
"Enslaved","Vertebrae","Progressive","0"
"Enslaved","Vertebrae","Viking","0"
"Enslaved","Vikingligr Veldi","Black.","0"
"Enslaved","Vikingligr Veldi","Extreme","0"
"Enslaved","Vikingligr Veldi","Viking","5"
"Entombed","Clandestine","Death.","3"
"Entombed","Clandestine","Extreme","0"
"Entombed","Left Hand Path","Death.","5"
"Entombed","Left Hand Path","Extreme","4"
"Entombed","Morning Star","Death.","0"
"Entombed","Morning Star","Rock & Roll","0"
"Entombed","Wolverine Blues","Death.","0"
"Entombed","Wolverine Blues","Rock & Roll","0"
"Epica","Consign to Oblivion","Symphonic","0"
"Epica","Design Your Universe","Symphonic","5"
"Epica","Requiem for the Indifferent","Progressive","0"
"Epica","Requiem for the Indifferent","Symphonic","0"
"Epica","The Divine Conspiracy","Gothic","1"
"Epica","The Divine Conspiracy","Symphonic","4"
"Epica","The Holographic Principle","Symphonic","0"
"Epica","The Phantom Agony","Gothic","1"
"Epica","The Phantom Agony","Symphonic","3"
"Epica","The Quantum Enigma","Symphonic","3"
"Equilibrium","Armageddon","Black.","0"
"Equilibrium","Armageddon","Folk","0"
"Equilibrium","Armageddon","Symphonic","0"
"Equilibrium","Erdentempel","Black.","0"
"Equilibrium","Erdentempel","Folk","0"
"Equilibrium","Erdentempel","Symphonic","0"
"Equilibrium","Rekreatur","Black.","0"
"Equilibrium","Rekreatur","Folk","0"
"Equilibrium","Rekreatur","Symphonic","0"
"Equilibrium","Rekreatur","Viking","0"
"Equilibrium","Renegades","Alternative","0"
"Equilibrium","Renegades","Folk","0"
"Equilibrium","Renegades","Nu","0"
"Equilibrium","Sagas","Black.","0"
"Equilibrium","Sagas","Folk","5"
"Equilibrium","Sagas","Symphonic","0"
"Equilibrium","Sagas","Viking","1"
"Equilibrium","Turis Fratyr","Black.","0"
"Equilibrium","Turis Fratyr","Folk","3"
"Equilibrium","Turis Fratyr","Symphonic","0"
"Equilibrium","Turis Fratyr","Viking","2"
"Equilibrium","Waldschrein EP","Black.","0"
"Equilibrium","Waldschrein EP","Folk","0"
"Equilibrium","Waldschrein EP","Symphonic","0"
"Europe","On the Loose","Glam","0"
"Europe","On the Loose","Heavy","0"
"Europe","On the Loose","SW-Glam","0"
"Europe","Out of This World","Glam","0"
"Europe","Out of This World","Hard","0"
"Europe","Out of This World","Heavy","0"
"Europe","Out of This World","SW-Glam","0"
"Europe","Prisoners in Paradise","Glam","0"
"Europe","Prisoners in Paradise","Hard","0"
"Europe","Prisoners in Paradise","Heavy","0"
"Europe","Prisoners in Paradise","SW-Glam","0"
"Europe","The Final Countdown","Glam","4"
"Europe","The Final Countdown","Hard","0"
"Europe","The Final Countdown","Heavy","0"
"Europe","The Final Countdown","Pop","0"
"Europe","The Final Countdown","SW-Glam","4"
"Europe","Wings of Tomorrow","Hard","0"
"Europe","Wings of Tomorrow","Heavy","0"
"Evanescence","Evanescence","Alternative","0"
"Evanescence","Evanescence","Hard","0"
"Evanescence","Evanescence","Nu","0"
"Evanescence","Evanescence","Symphonic","0"
"Evanescence","Fallen","Alternative","2"
"Evanescence","Fallen","Gothic","2"
"Evanescence","Fallen","Nu","2"
"Evanescence","The Open Door","Alternative","0"
"Evanescence","The Open Door","Gothic","2"
"Evanescence","The Open Door","Nu","0"
"Evanescence","The Open Door","Symphonic","0"
"Exhorder","Mourn the Southern Skies","Groove","1"
"Exhorder","Mourn the Southern Skies","Thrash.","0"
"Exhorder","Slaughter in the Vatican","Groove","4"
"Exhorder","Slaughter in the Vatican","Thrash.","0"
"Exhorder","The Law","Groove","4"
"Exhorder","The Law","Thrash.","0"
"Exodus","Bonded by Blood","Extreme","1"
"Exodus","Bonded by Blood","Thrash.","5"
"Exodus","Exhibit B: The Human Condition","Thrash.","0"
"Exodus","Fabulous Disaster","Thrash.","1"
"Exodus","Force of Habit","Groove","0"
"Exodus","Force of Habit","Thrash.","0"
"Exodus","Shovel Headed Kill Machine","Thrash.","0"
"Exodus","Tempo of the Damned","Thrash.","1"
"Exodus","The Atrocity Exhibition... Exhibit A","Thrash.","0"
"Faith No More","Album of the Year","Alternative","0"
"Faith No More","Angel Dust","Alternative","5"
"Faith No More","King for a Day... Fool for a Lifetime","Alternative","3"
"Faith No More","The Real Thing","Alternative","5"
"Faith No More","The Real Thing","Funk","0"
"Faith No More","The Real Thing","Rap","0"
"Faith No More","We Care a Lot","Alternative","0"
"Faith No More","We Care a Lot","Post-Punk","0"
"Falkenbach","...En Their Medh Riki Fara...","Viking","3"
"Falkenbach","...Magni blandinn ok megintiri...","Black.","0"
"Falkenbach","...Magni blandinn ok megintiri...","Folk","4"
"Falkenbach","...Magni blandinn ok megintiri...","Viking","5"
"Falkenbach","Asa","Black.","0"
"Falkenbach","Asa","Folk","1"
"Falkenbach","Asa","Viking","1"
"Falkenbach","Heralding - The Fireblade","Black.","0"
"Falkenbach","Heralding - The Fireblade","Folk","2"
"Falkenbach","Heralding - The Fireblade","Viking","4"
"Falkenbach","Ok nefna tysvar Ty","Black.","0"
"Falkenbach","Ok nefna tysvar Ty","Folk","3"
"Falkenbach","Ok nefna tysvar Ty","Viking","3"
"Falkenbach","Tiurida","Folk","0"
"Falkenbach","Tiurida","Viking","0"
"Fates Warning","Awaken the Guardian","Heavy","0"
"Fates Warning","Awaken the Guardian","Progressive","4"
"Fates Warning","Disconnected","Progressive","0"
"Fates Warning","Inside Out","Progressive","0"
"Fates Warning","No Exit","Progressive","0"
"Fates Warning","Parallels","Progressive","1"
"Fates Warning","Perfect Symmetry","Progressive","3"
"Fates Warning","The Spectre Within","Heavy","0"
"Fates Warning","The Spectre Within","Power","0"
"Fates Warning","The Spectre Within","Progressive","0"
"Fear Factory","Archetype","Groove","1"
"Fear Factory","Archetype","Industrial","3"
"Fear Factory","Demanufacture","Groove","5"
"Fear Factory","Demanufacture","Industrial","5"
"Fear Factory","Demanufacture","Thrash.","0"
"Fear Factory","Digimortal","Groove","0"
"Fear Factory","Digimortal","Industrial","2"
"Fear Factory","Digimortal","Nu","0"
"Fear Factory","Genexus","Extreme","0"
"Fear Factory","Genexus","Groove","0"
"Fear Factory","Genexus","Industrial","3"
"Fear Factory","Genexus","Thrash.","0"
"Fear Factory","Mechanize","Extreme","0"
"Fear Factory","Mechanize","Groove","2"
"Fear Factory","Mechanize","Industrial","3"
"Fear Factory","Mechanize","Thrash.","0"
"Fear Factory","Obsolete","Alternative","2"
"Fear Factory","Obsolete","Groove","4"
"Fear Factory","Obsolete","Industrial","3"
"Fear Factory","Obsolete","Nu","0"
"Fear Factory","Soul of a New Machine","Death.","0"
"Fear Factory","Soul of a New Machine","Industrial","3"
"Fear Factory","The Industrialist","Extreme","0"
"Fear Factory","The Industrialist","Industrial","3"
"Finntroll","Blodsvept","Black.","0"
"Finntroll","Blodsvept","Folk","0"
"Finntroll","Jaktens tid","Black.","0"
